code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_score,total_clicks,date_registration,date_unregistration,Normalised_score,Engagement_score,Score_category
AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,6554706664,671,-179,?,6.75815E-23,6554707335,High
AAA,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,5175545964,875,-185,?,5.33618E-23,5175546839,High
AAA,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,758054,639,-31,202,7.81582E-27,758693,High
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,5325555438,363,-58,?,5.49085E-23,5325555801,High
AAA,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,6563756772,3003,-54,?,6.76748E-23,6563759775,High
AAA,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,6874758074,876,-38,?,7.08813E-23,6874758950,High
AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,6362685460,996,-23,?,6.56017E-23,6362686456,High
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,5449474240,1183,-57,?,5.61861E-23,5449475423,High
AAA,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,5562656875,955,-53,?,5.73531E-23,5562657830,High
AAA,2013J,402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,8074806861,1445,-130,?,8.32543E-23,8074808306,High
AAA,2013J,404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,5245524030,509,-129,?,5.40833E-23,5245524539,High
AAA,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,8572717286,1388,-67,?,8.83879E-23,8572718674,High
AAA,2013J,405961,M,Scotland,A Level or Equivalent,90-100%,0-35,0,240,Y,Withdrawn,0,0,-170,-100,0,0,Zero
AAA,2013J,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,8172708277,807,-73,?,8.42637E-23,8172709084,High
AAA,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,675260,1359,-60,172,6.96218E-27,676619,High
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,807672,342,-15,?,8.3274E-27,808014,High
AAA,2013J,429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,5956596058,411,-58,?,6.14147E-23,5956596469,High
AAA,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,5460546566,646,-52,?,5.63003E-23,5460547212,High
AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,7464707768,739,-53,?,7.69639E-23,7464708507,High
AAA,2013J,442442,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,3942,1009,-32,119,4.06435E-29,4951,High
AAA,2013J,444677,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,9189858984,1241,-38,?,9.47509E-23,9189860225,High
AAA,2013J,470588,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,86,400,-43,73,8.86692E-31,486,High
AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,7468697468,2832,-120,?,7.70051E-23,7468700300,High
AAA,2013J,494424,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,0,58,-38,?,0,58,Zero
AAA,2013J,495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,7359687657,901,-29,?,7.58811E-23,7359688558,High
AAA,2013J,498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,7768727573,998,-16,?,8.00985E-23,7768728571,High
AAA,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,7378817354,1129,-156,?,7.60784E-23,7378818483,High
AAA,2013J,512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,5978837567,521,-32,?,6.1644E-23,5978838088,High
AAA,2013J,544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass,8280808182,2328,-127,?,8.53782E-23,8280810510,High
AAA,2013J,550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass,7741767987,910,-51,?,7.98205E-23,7741768897,High
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,6453646352,224,-43,?,6.65395E-23,6453646576,High
AAA,2013J,568601,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,8578,488,-30,128,8.84424E-29,9066,High
AAA,2013J,572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Pass,7173786876,780,-158,?,7.39644E-23,7173787656,High
AAA,2013J,580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,Pass,7575726867,1271,-22,?,7.81086E-23,7575728138,High
AAA,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,1565,194,-38,?,1.61357E-29,1759,High
AAA,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,8581818681,7067,-17,?,8.84818E-23,8581825748,High
AAA,2013J,591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,8875807860,605,-46,?,9.15129E-23,8875808465,High
AAA,2013J,603861,M,North Region,HE Qualification,?,55<=,0,60,N,Withdrawn,6156586971,955,-38,241,6.34767E-23,6156587926,High
AAA,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,7854,406,-43,?,8.09777E-29,8260,High
AAA,2013J,704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass,6768695670,3064,-29,?,6.97878E-23,6768698734,High
AAA,2013J,705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction,8183827880,5680,-57,?,8.43783E-23,8183833560,High
AAA,2013J,721259,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn,?,1228,-73,23,#VALUE!,#VALUE!,High
AAA,2013J,749412,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass,8361737865,4007,-138,?,8.62126E-23,8361741872,High
AAA,2013J,760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction,8080818283,7288,-67,?,8.33163E-23,8080825571,High
AAA,2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,6473858080,3004,-91,?,6.67479E-23,6473861084,High
AAA,2013J,949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,6363637248,1357,-59,?,6.56115E-23,6363638605,High
AAA,2013J,958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,7878757778,1216,-67,?,8.12329E-23,7878758994,High
AAA,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,6277737276,870,-170,?,6.47258E-23,6277738146,High
AAA,2013J,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn,82625936,1980,-42,173,8.51904E-25,82627916,High
AAA,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,7668735568,3098,-62,?,7.90675E-23,7668738666,High
AAA,2013J,978739,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,5958505858,5988,-108,?,6.14344E-23,5958511846,High
AAA,2013J,1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,7365726872,1896,-87,?,7.59434E-23,7365728768,High
AAA,2013J,1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,9085808276,1695,-144,?,9.36781E-23,9085809971,High
AAA,2013J,1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,6665,641,-63,203,6.87186E-29,7306,High
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,4525,240,-35,?,4.66544E-29,4765,High
AAA,2013J,1402638,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass,7768768075,910,-195,?,8.00989E-23,7768768985,High
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,Oct-20,35-55,0,120,N,Fail,5860,1907,-169,?,6.04188E-29,7767,High
AAA,2013J,1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,0,467,-87,27,0,467,Zero
AAA,2013J,1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,Pass,8576858776,3460,-38,?,8.84306E-23,8576862236,High
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,6154646267,939,20,?,6.34567E-23,6154647206,High
AAA,2013J,1488959,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,6764636451,3493,-30,?,6.97459E-23,6764639944,High
AAA,2013J,1518989,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,7877707070,4202,-102,?,8.12221E-23,7877711272,High
AAA,2013J,1618738,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,8483818367,723,-95,?,8.74713E-23,8483819090,High
AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,8570,998,-95,?,8.83599E-29,9568,High
AAA,2013J,1626710,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,8285868585,6025,-195,?,8.54304E-23,8285874610,High
AAA,2013J,1640609,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,8386858586,5061,-191,?,8.64716E-23,8386863647,High
AAA,2013J,1686521,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,68,643,-124,37,7.01105E-31,711,Medium
AAA,2013J,1729319,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,8078788273,2756,-106,?,8.32953E-23,8078791029,High
AAA,2013J,1746134,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,8387818385,1759,-30,?,8.64815E-23,8387820144,High
AAA,2013J,1758449,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn,6557,2756,-198,103,6.76051E-29,9313,High
AAA,2013J,1763015,F,Scotland,A Level or Equivalent,Oct-20,35-55,0,60,N,Withdrawn,0,420,-58,-2,0,420,Zero
AAA,2013J,1765788,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass,5763677470,7057,-43,?,5.94257E-23,5763684527,High
AAA,2013J,1801229,M,Ireland,HE Qualification,?,35-55,0,60,N,Pass,7976737878,1443,-106,?,8.22431E-23,7976739321,High
AAA,2013J,1801641,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,7274808576,459,-32,?,7.5006E-23,7274809035,High
AAA,2013J,1847830,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,8360757364,6518,-164,?,8.62025E-23,8360763882,High
AAA,2013J,1860318,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass,5772626359,5975,-53,?,5.95179E-23,5772632334,High
AAA,2013J,1889511,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,7269777864,1754,-42,?,7.49541E-23,7269779618,High
AAA,2013J,1889577,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,7269847568,931,-81,?,7.49548E-23,7269848499,High
AAA,2013J,1894188,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,7667707069,4294,-57,?,7.90569E-23,7667711363,High
AAA,2013J,1938355,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,8250858464,1992,-102,?,8.50694E-23,8250860456,High
AAA,2013J,1942396,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,5050406563,470,-29,?,5.20716E-23,5050407033,High
AAA,2013J,1970390,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,7890908080,11139,-108,240,8.13582E-23,7890919219,High
AAA,2013J,1976139,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,75767840,1216,-195,?,7.81195E-25,75769056,High
AAA,2013J,2011876,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,7971787775,1401,-32,?,8.21921E-23,7971789176,High
AAA,2013J,2012966,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,7576788182,519,-102,?,7.81195E-23,7576788701,High
AAA,2013J,2051699,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,6271646769,1734,-137,?,6.4663E-23,6271648503,High
AAA,2013J,2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,5655656565,2386,-74,?,5.83119E-23,5655658951,High
AAA,2013J,2065691,M,London Region,A Level or Equivalent,30-40%,35-55,0,330,Y,Withdrawn,304037,1430,-16,138,3.13474E-27,305467,High
AAA,2013J,2073016,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,605368,849,-65,173,6.24157E-27,606217,High
AAA,2013J,2080474,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,8864726064,1146,-123,?,9.13986E-23,8864727210,High
AAA,2013J,2083877,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,7264686075,685,-45,?,7.49016E-23,7264686760,High
AAA,2013J,2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,65606252,1967,-148,?,6.76425E-25,65608219,High
AAA,2013J,2104505,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,8069496565,701,-65,?,8.31995E-23,8069497266,High
AAA,2013J,2122180,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,8680827985,4712,-35,?,8.95026E-23,8680832697,High
AAA,2013J,2139353,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,656271,1262,-59,163,6.7664E-27,657533,High
AAA,2013J,2143752,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,5056525253,1888,-46,?,5.21347E-23,5056527141,High
AAA,2013J,2146792,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,Pass,6860787668,2385,-59,?,7.07373E-23,6860790053,High
AAA,2013J,2149225,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,Y,Withdrawn,0,319,-36,10,0,319,Zero
AAA,2013J,2153153,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,6167715557,3385,-49,?,6.35915E-23,6167718942,High
AAA,2013J,2155014,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,7664737977,1454,-32,?,7.90263E-23,7664739431,High
AAA,2013J,2164705,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,70,231,-43,?,7.21726E-31,301,High
AAA,2013J,2171627,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,7167727065,1346,-50,?,7.39019E-23,7167728411,High
AAA,2013J,2182846,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,6563647068,4214,-113,?,6.76737E-23,6563651282,High
AAA,2013J,2194100,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,6461668065,1401,-108,?,6.66222E-23,6461669466,High
AAA,2013J,2197016,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,7575767676,1455,-35,?,7.8109E-23,7575769131,High
AAA,2013J,2208424,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,7357818560,1080,-66,?,7.58619E-23,7357819640,High
AAA,2013J,2229865,F,West Midlands Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Pass,7376757880,3236,-116,?,7.60571E-23,7376761116,High
AAA,2013J,2255601,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,7138,2543,-28,175,7.35954E-29,9681,High
AAA,2013J,2268379,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,8079838786,1685,-74,?,8.33062E-23,8079840471,High
AAA,2013J,2278464,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,6050585435,307,-129,?,6.23838E-23,6050585742,High
AAA,2013J,2293923,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,7259525865,303,-85,?,7.48484E-23,7259526168,High
AAA,2013J,2312620,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,115134,1129,-45,178,1.18707E-27,116263,High
AAA,2013J,2318055,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,0,0,-56,-19,0,0,Zero
AAA,2013J,2324976,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0,0,-101,-50,0,0,Zero
AAA,2013J,2329342,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,5654604472,565,-56,?,5.83011E-23,5654605037,High
AAA,2013J,2339528,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,7674848581,593,-57,?,7.91306E-23,7674849174,High
AAA,2013J,2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,7067717880,1814,-38,?,7.28708E-23,7067719694,High
AAA,2013J,2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,67453559,445,-24,?,6.95471E-25,67454004,High
AAA,2013J,2358056,F,North Region,HE Qualification,?,0-35,0,60,N,Fail,5660796876,1588,-102,?,5.83649E-23,5660798464,High
AAA,2013J,2358969,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,68,373,-53,58,7.01105E-31,441,Medium
AAA,2013J,2364471,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass,9085858572,7182,-80,?,9.36786E-23,9085865754,High
AAA,2013J,2365101,M,South East Region,HE Qualification,20-30%,0-35,0,300,N,Withdrawn,0,0,-129,-80,0,0,Zero
AAA,2013J,2367155,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,6385808664,2148,-22,?,6.58401E-23,6385810812,High
AAA,2013J,2369266,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,5050405756,2146,-94,?,5.20716E-23,5050407902,High
AAA,2013J,2376496,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,6472707685,749,-185,?,6.6736E-23,6472708434,High
AAA,2013J,2391984,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,75747568,818,-101,242,7.80986E-25,75748386,High
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,5557404240,574,-17,?,5.72989E-23,5557404814,High
AAA,2013J,2411778,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,7783,1497,-35,220,8.02456E-29,9280,High
AAA,2013J,2412002,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,8672818689,3344,-38,?,8.942E-23,8672822033,High
AAA,2013J,2412967,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,8077807279,2458,-73,?,8.32852E-23,8077809737,High
AAA,2013J,2429854,M,London Region,A Level or Equivalent,Oct-20,35-55,0,120,Y,Withdrawn,51,655,-52,114,5.25829E-31,706,Medium
AAA,2013J,2437837,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,6777698772,2684,-53,?,6.98806E-23,6777701456,High
AAA,2013J,2449878,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,6660575565,622,-32,?,6.8673E-23,6660576187,High
AAA,2013J,2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,40340,183,-71,?,4.1592E-28,40523,High
AAA,2013J,2457256,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,6060858065,1611,-50,?,6.24897E-23,6060859676,High
AAA,2013J,2458355,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,8886959292,4187,-81,?,9.16279E-23,8886963479,High
AAA,2013J,2460080,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,8586777868,3424,-52,?,8.85329E-23,8586781292,High
AAA,2013J,2461190,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail,6250,967,-11,?,6.44398E-29,7217,High
AAA,2013J,2469673,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,51523045,523,-22,?,5.31222E-25,51523568,High
AAA,2013J,2470694,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn,67,2176,-106,219,6.90795E-31,2243,Medium
AAA,2013J,2479954,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,7783827878,323,-46,?,8.02542E-23,7783828201,High
AAA,2013J,2481901,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,8272837072,1949,-195,?,8.5296E-23,8272839021,High
AAA,2013J,2482700,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,6350524865,1616,-59,?,6.54763E-23,6350526481,High
AAA,2013J,2486127,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,7067767778,1690,-144,?,7.28713E-23,7067769468,High
AAA,2013J,2498700,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass,7476777881,2864,-43,?,7.70884E-23,7476780745,High
AAA,2013J,2516503,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,8275827880,3070,-65,?,8.53269E-23,8275830950,High
AAA,2013J,2518069,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,7475807975,1617,-105,?,7.70784E-23,7475809592,High
AAA,2013J,2521459,F,London Region,Lower Than A Level,Oct-20,0-35,0,60,N,Pass,6350546770,1078,-158,?,6.54765E-23,6350547848,High
AAA,2013J,2523736,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass,58646263,470,-46,?,6.04665E-25,58646733,High
AAA,2013J,2529279,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,7180758579,1189,-67,?,7.40363E-23,7180759768,High
AAA,2013J,2532302,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,6972647140,1216,-65,?,7.18906E-23,6972648356,High
AAA,2013J,2536991,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction,7272808298,1080,-87,?,7.49854E-23,7272809378,High
AAA,2013J,2542724,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,0,228,-59,13,0,228,Zero
AAA,2013J,2550279,F,North Region,HE Qualification,?,35-55,0,60,N,Pass,6259626664,2809,-153,?,6.45391E-23,6259629473,High
AAA,2013J,2551220,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,7754676363,1327,-94,?,7.99536E-23,7754677690,High
AAA,2013J,2552472,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,6245,519,-38,199,6.43883E-29,6764,High
AAA,2013J,2555340,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,9475708480,4441,-67,?,9.76981E-23,9475712921,High
AAA,2013J,2557283,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass,7572889279,7262,-80,?,7.80793E-23,7572896541,High
AAA,2013J,2559575,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,5464858073,650,-31,?,5.63447E-23,5464858723,High
AAA,2013J,2562034,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,7062606570,248,-30,?,7.28181E-23,7062606818,High
AAA,2013J,2566163,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,8755657478,1591,-91,?,9.02741E-23,8755659069,High
